"drug_id";"drug_id_EKP";"direct";"Disease.or.Syndrome";"Pathologic.Function";"Finding";"Cell";"Cell.Component";"Organism.Function";"Body.Part..Organ..or.Organ.Component";"Sign.or.Symptom";"Mental.or.Behavioral.Dysfunction";"Chemical.Viewed.Structurally";"Organic.Chemical";"Pharmacologic.Substance";"Neuroreactive.Substance.or.Biogenic.Amine";"Gene.or.Genome";"Cell.Function";"Amino.Acid..Peptide..or.Protein";"Lipid";"Biologically.Active.Substance";"Receptor";"Inorganic.Chemical";"Hormone";"Patient.or.Disabled.Group";"Age.Group";"Human";"Population.Group";"Chemical.Viewed.Functionally";"Therapeutic.or.Preventive.Procedure";"Animal";"Mammal";"Professional.or.Occupational.Group";"Body.Substance";"Steroid";"Mental.Process";"Species";"Group";"Health.Care.Activity";"Laboratory.Procedure";"Diagnostic.Procedure";"Occupational.Activity";"Molecular.Function";"Genetic.Function";"Organism.Attribute";"Organ.or.Tissue.Function";"Antibiotic";"Enzyme";"Nucleic.Acid..Nucleoside..or.Nucleotide";"Immunologic.Factor";"Indicator..Reagent..or.Diagnostic.Aid";"Cell.or.Molecular.Dysfunction";"Physiologic.Function";"Injury.or.Poisoning";"Qualitative.Concept";"Laboratory.or.Test.Result";"Medical.Device";"Biologic.Function";"Congenital.Abnormality";"Neoplastic.Process";"Vitamin";"Nucleotide.Sequence";"Body.System";"Tissue";"Acquired.Abnormality";"Natural.Phenomenon.or.Process";"Activity";"Carbohydrate";"Anatomical.Abnormality";"Hazardous.or.Poisonous.Substance";"Functional.Concept";"Experimental.Model.of.Disease";"Element..Ion..or.Isotope";"Clinical.Attribute";"Bacterium";"Family.Group";"Plant";"Organism";"Fungus";"Food";"Individual.Behavior";"Eicosanoid";"Biomedical.or.Dental.Material";"Clinical.Drug";"Substance";"Temporal.Concept";"Chemical";"Organophosphorus.Compound";"Quantitative.Concept";"Research.Activity";"Manufactured.Object";"Molecular.Biology.Research.Technique";"Phenomenon.or.Process";"Body.Location.or.Region";"Embryonic.Structure";"Environmental.Effect.of.Humans";"Virus";"Idea.or.Concept";"Research.Device";"Molecular.Sequence";"Eukaryote";"Intellectual.Product";"Vertebrate";"Archaeon";"Fish";"Human.caused.Phenomenon.or.Process";"Social.Behavior";"Spatial.Concept";"Daily.or.Recreational.Activity";"Fully.Formed.Anatomical.Structure";"Classification";"Bird";"Body.Space.or.Junction";"Amphibian";"Educational.Activity";"Biomedical.Occupation.or.Discipline";"Reptile";"Anatomical.Structure";"Occupation.or.Discipline";"Amino.Acid.Sequence";"Disorders";"Anatomy";"Physiology";"Chemicals...Drugs";"Genes...Molecular.Sequences";"Living.Beings";"Procedures";"Activities...Behaviors";"Concepts...Ideas";"Phenomena";"Devices";"Objects";"Occupations";"disease_id";"disease_id_EKP";"Status"
"DB00388";"976294";"TRUE";71;41;85;0;1;0;88;11;3;257;237;349;21;43;1;134;13;79;6;14;33;3;6;2;11;2;41;1;10;4;6;20;0;1;1;9;5;8;1;1;0;1;6;14;33;10;14;9;1;1;2;1;0;4;0;2;1;5;1;0;3;1;0;1;10;3;14;0;0;13;0;0;2;0;0;0;0;0;12;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;148;98;8;495;44;40;56;2;2;0;4;0;0;"C0015967";"627312";"Approved"
"DB00388";"976294";"TRUE";6;0;4;0;0;0;2;4;0;2;2;3;0;1;0;0;1;0;0;0;0;1;5;2;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;4;1;14;1;0;0;0;0;0;0;"C0235267";"4663033";"Approved"
"DB00388";"976294";"FALSE";1;0;2;0;0;0;1;3;0;1;1;1;0;0;0;0;0;0;0;0;0;1;2;0;2;0;4;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;5;5;0;0;0;0;0;0;"C0034886";"3685284";"Approved"
"DB00388";"976294";"TRUE";14;10;14;0;0;0;4;3;0;26;25;40;2;6;0;12;0;7;1;1;5;1;4;2;3;3;12;2;7;2;1;4;0;1;1;3;1;0;0;0;0;0;0;1;2;0;5;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;7;1;58;6;22;16;1;0;0;0;0;0;"C0009766";"2334966";"Approved"
"DB00388";"976294";"FALSE";4;4;9;0;0;1;2;10;1;7;15;19;1;0;0;4;0;2;0;0;1;1;2;2;4;1;7;0;0;1;0;0;0;0;0;4;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;3;23;0;10;10;1;3;1;0;0;0;"C0393735";"561312";"Approved"
"DB00388";"976294";"TRUE";18;11;33;0;0;6;8;8;1;50;30;54;7;20;0;20;3;18;1;7;3;1;5;2;9;2;14;2;11;4;1;2;0;1;1;5;2;2;1;1;1;1;3;1;5;3;5;1;1;1;2;1;0;2;1;2;1;1;0;0;4;0;0;0;2;1;5;0;0;4;1;0;2;0;0;0;0;0;4;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;13;14;89;20;37;20;1;2;1;2;1;0;"C0035455";"1142655";"Approved"
"DB00388";"976294";"FALSE";2;0;4;0;0;0;0;2;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;2;0;0;0;0;0;0;0;"C0037195";"5521371";"Approved"
"DB00388";"976294";"FALSE";6;8;13;1;0;0;3;0;1;6;6;8;0;1;0;0;0;0;0;0;1;1;5;1;6;1;8;1;7;1;0;2;0;1;0;3;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7;1;9;1;23;11;0;0;0;0;0;0;"C0033246";"329285";"Approved"
"DB00388";"976294";"TRUE";10;1;7;0;0;2;3;7;0;24;17;33;4;1;0;7;2;3;2;3;6;1;5;2;4;2;7;0;0;1;0;3;0;0;1;4;0;1;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;3;46;1;14;10;1;0;0;1;0;0;"C0027424";"3679550";"Approved"
"DB00388";"976294";"FALSE";19;2;9;0;0;0;1;0;0;1;0;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;0;1;23;0;0;0;0;0;0;0;0;"C2607914";"3561771";"Approved"
"DB00388";"976294";"FALSE";14;15;27;2;6;5;15;5;0;20;7;21;0;6;1;9;1;11;1;3;3;2;3;2;6;1;15;1;4;2;2;1;0;1;1;5;1;3;1;3;1;0;1;0;3;0;2;0;0;0;3;2;0;5;0;0;2;0;0;0;8;0;3;1;3;2;1;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;30;10;37;6;21;21;2;4;3;5;0;0;"C0019112";"191720";"Approved"
"DB00388";"976294";"FALSE";14;8;22;1;1;4;7;7;0;38;23;45;7;21;1;21;1;12;1;6;10;2;4;2;8;2;17;1;10;3;1;4;0;1;1;5;0;1;1;2;0;2;1;0;4;1;9;0;1;0;1;1;1;0;1;1;0;2;0;0;4;0;0;1;1;0;2;0;0;2;0;0;2;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;13;9;72;21;33;21;2;3;1;0;0;0;"C0018621";"347836";"Approved"
"DB00388";"976294";"FALSE";6;6;8;1;0;1;1;3;0;15;11;17;3;0;0;0;1;2;0;3;3;1;2;1;3;1;8;0;1;1;1;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;1;21;0;9;9;0;0;1;0;0;0;"C0035460";"2223086";"Approved"
"DB00388";"976294";"FALSE";6;0;4;0;0;0;2;3;0;5;3;4;0;1;0;3;1;0;0;0;0;1;4;2;6;0;3;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;9;1;16;4;0;0;0;0;0;0;"C0392171";"4613480";"Approved"
"DB00388";"976294";"TRUE";17;9;20;0;0;0;13;5;2;72;86;106;9;8;0;10;0;3;6;0;2;1;6;2;5;0;12;0;0;4;1;0;0;0;1;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;15;0;124;8;19;15;1;1;0;0;0;0;"C0026961";"684716";"Approved"
"DB00388";"976294";"TRUE";12;6;23;0;0;3;1;6;1;16;12;26;0;10;0;5;1;2;1;1;1;1;5;2;7;2;9;0;5;3;1;1;0;1;1;3;0;1;0;0;0;0;0;1;2;0;4;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;3;3;36;10;25;11;0;1;3;0;0;0;"C0009443";"1316622";"Approved"
"DB00388";"976294";"FALSE";1;1;2;0;0;0;2;2;0;8;5;9;0;0;0;1;1;2;0;0;2;1;1;0;2;0;3;0;0;0;0;2;0;0;1;2;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;10;0;5;4;2;0;0;0;0;0;"C0033775";"195788";"Approved"
"DB00389";"5526876";"TRUE";57;7;46;3;2;1;2;9;1;16;11;21;1;3;0;16;0;2;2;1;7;1;2;2;2;0;9;0;3;1;1;0;0;1;1;3;4;2;1;1;0;1;0;0;1;2;7;0;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;7;3;35;3;14;15;1;0;0;0;0;0;"C0020550";"40057";"Approved"
"DB00389";"5526876";"TRUE";55;6;42;3;1;1;2;10;1;14;12;20;1;2;0;16;0;1;2;1;7;1;2;2;2;0;9;0;2;1;0;0;0;1;1;3;5;2;1;0;0;1;0;0;0;2;10;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;6;2;35;2;13;16;1;0;0;0;0;0;"C0018213";"268967";"Approved"
"DB00390";"977228";"TRUE";133;49;145;0;0;5;5;8;14;153;212;290;6;22;7;67;7;44;9;3;15;9;9;2;18;3;40;4;17;8;0;26;0;4;1;16;6;8;1;4;2;2;16;7;13;0;15;2;2;4;10;2;0;4;1;5;5;3;0;0;6;0;1;1;26;2;3;1;0;5;4;1;6;0;0;1;0;0;1;1;1;0;0;1;1;3;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;265;11;40;372;22;76;68;3;7;2;5;0;0;"C0004238";"376526";"Approved"
"DB00390";"977228";"FALSE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"C0274726";"4640970";"Approved"
"DB00390";"977228";"TRUE";81;32;90;3;3;3;11;14;10;120;95;166;9;18;3;54;5;36;6;6;19;8;4;2;14;3;29;3;14;8;1;14;0;2;1;15;5;5;1;5;1;4;15;0;10;1;10;3;0;7;4;2;0;3;1;2;2;2;0;0;6;0;1;1;7;0;3;0;0;5;6;0;1;1;0;0;0;0;2;2;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;170;22;40;222;18;56;52;3;5;2;4;0;0;"C0264716";"3680226";"Approved"
"DB00391";"461034";"TRUE";44;11;49;4;4;7;22;15;63;128;130;184;26;40;7;81;14;32;22;1;24;7;9;1;8;3;17;3;11;4;3;11;0;2;1;2;6;0;0;4;4;3;7;0;13;2;3;2;0;0;2;0;0;1;0;0;1;1;0;0;3;0;2;2;2;0;6;1;0;6;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;33;29;275;40;46;25;2;2;2;2;0;0;"C0036341";"312675";"Approved"
"DB00393";"3815525";"TRUE";84;42;87;5;2;6;38;18;10;77;73;101;13;15;7;41;2;31;2;3;11;4;5;1;7;2;25;4;18;2;2;5;0;1;1;5;3;3;1;8;1;1;12;0;10;2;4;2;3;6;10;1;0;0;1;1;2;1;0;0;8;1;1;2;2;2;5;1;0;5;5;0;1;0;0;0;0;0;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;53;40;152;15;43;33;3;4;2;0;0;0;"C0038525";"2650639";"Approved"
"DB00394";"303721";"TRUE";39;11;32;4;0;2;5;13;0;33;23;62;5;24;0;16;1;7;0;3;5;2;5;1;6;1;13;1;6;2;0;29;0;1;1;3;2;3;1;0;0;0;4;0;2;2;13;0;1;1;1;1;1;4;0;1;0;1;0;0;4;0;1;0;0;2;1;0;0;1;2;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;13;9;88;24;25;21;1;1;2;4;1;0;"C0035455";"1142655";"Approved"
"DB00394";"303721";"TRUE";34;12;24;7;1;2;3;8;0;24;8;25;2;37;0;31;2;16;1;2;5;2;4;1;5;1;9;0;4;0;0;11;0;1;1;0;2;0;0;0;0;0;1;1;5;2;15;0;1;0;0;1;0;2;0;2;1;0;0;0;4;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;14;3;66;37;17;11;0;1;0;2;1;0;"C0027430";"62445";"Approved"
"DB00394";"303721";"TRUE";83;22;72;15;4;3;11;19;5;87;68;130;8;102;6;68;5;32;13;4;16;2;7;1;7;3;22;3;6;2;0;41;0;1;1;8;3;6;1;3;2;1;9;1;12;4;30;6;1;2;3;1;1;13;0;3;3;2;0;0;7;0;2;2;3;3;3;0;0;5;4;0;1;0;1;1;0;0;5;1;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;34;27;226;102;32;39;3;2;3;13;1;0;"C0004096";"796946";"Approved"
"DB00394";"303721";"FALSE";23;5;15;0;0;0;1;2;0;1;1;1;0;22;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;0;3;22;0;0;0;0;0;0;0;0;"C2607914";"3561771";"Approved"
"DB00394";"303721";"TRUE";9;2;10;1;0;1;1;4;0;18;9;19;1;1;0;0;0;1;0;1;4;1;2;0;4;1;7;0;1;1;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3;1;25;1;9;8;0;0;0;0;0;0;"C0035460";"2223086";"Approved"
"DB00395";"3805536";"TRUE";9;0;9;0;0;0;2;9;2;3;8;11;0;0;0;0;0;0;0;0;0;1;3;0;2;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;0;11;0;10;2;0;1;0;0;0;0;"C0004604";"908305";"Approved"
"DB00395";"3805536";"TRUE";3;0;5;0;0;0;0;3;0;1;1;4;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;3;1;0;0;0;0;0;0;"C0026838";"1239022";"Approved"
"DB00396";"609705";"TRUE";22;3;20;0;0;6;13;18;1;74;42;155;10;26;0;27;5;19;4;1;78;4;4;2;12;2;32;0;0;5;0;79;1;0;1;6;0;2;1;0;0;0;1;0;3;2;1;0;1;1;1;0;0;2;0;1;2;5;0;0;0;0;0;2;1;0;2;0;0;2;1;0;1;0;0;0;0;0;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;13;9;186;26;29;37;3;0;0;2;1;0;"C0600142";"1270841";"Approved"
"DB00396";"609705";"TRUE";62;36;98;15;10;11;47;8;3;140;99;270;12;3618;22;315;12;159;47;8;108;6;6;2;19;2;59;6;13;10;2;105;0;2;1;4;20;18;0;10;11;1;5;5;91;10;46;3;11;4;4;3;1;4;1;4;79;11;4;0;18;0;5;1;12;2;11;1;1;7;2;0;3;0;1;0;9;1;2;0;0;0;0;1;1;1;0;0;4;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;90;57;608;3621;68;95;2;5;7;5;9;0;"C0476089";"1054275";"Approved"
"DB00396";"609705";"FALSE";5;0;12;3;1;0;15;0;0;1;1;1;0;4;0;2;0;1;0;0;0;1;2;0;1;0;8;1;5;1;0;0;0;0;0;2;0;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;19;2;3;4;12;10;0;1;0;1;0;0;"C0153685";"3673749";"Approved"
"DB00396";"609705";"TRUE";88;56;138;26;7;25;68;18;7;159;86;208;14;497;21;293;14;149;36;6;77;6;9;3;19;4;75;7;29;9;3;54;0;8;1;13;20;15;1;10;13;3;20;2;71;10;60;4;9;7;4;2;0;8;1;3;48;7;4;0;20;1;0;1;10;3;18;1;3;8;2;0;6;2;1;0;2;0;14;2;1;0;1;1;0;1;0;0;3;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;124;94;549;501;92;117;2;5;1;9;2;0;"C0014175";"568271";"Approved"
"DB00396";"609705";"TRUE";109;31;102;0;0;4;0;6;3;48;15;101;3;14;0;41;0;17;3;0;48;3;8;2;10;2;32;2;26;3;0;61;0;2;1;7;3;7;1;0;3;0;7;1;12;1;5;1;1;4;5;1;0;3;1;6;79;1;0;0;0;0;3;0;4;1;4;0;0;2;0;1;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;18;144;14;61;45;1;1;4;3;0;0;"C0025874";"562842";"Approved"
"DB00396";"609705";"TRUE";2;1;1;0;0;0;0;2;0;5;2;9;0;0;0;0;0;1;0;0;6;2;0;0;1;0;8;0;0;1;0;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;9;0;4;10;0;0;0;1;0;0;"C0221392";"895097";"Approved"
"DB00396";"609705";"TRUE";45;10;38;2;1;5;4;3;4;26;10;38;2;18;1;17;1;1;0;0;29;4;5;2;5;0;7;0;0;3;0;14;0;0;0;3;3;3;0;0;0;0;4;0;1;0;0;0;1;1;0;1;0;1;0;4;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;6;11;45;18;23;15;0;1;0;1;0;0;"C0232940";"4660238";"Approved"
"DB00397";"924838";"FALSE";3;0;3;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;2;4;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;10;2;0;0;0;0;0;0;"C0392171";"4613480";"Approved"
"DB00397";"924838";"FALSE";7;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;"C2607914";"3561771";"Approved"
"DB00397";"924838";"FALSE";5;1;5;0;0;0;1;2;0;3;4;7;2;0;0;0;0;0;0;0;0;1;2;1;2;0;7;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;8;0;8;8;0;0;0;0;0;0;"C0035460";"2223086";"Approved"
"DB00397";"924838";"TRUE";7;1;4;0;0;0;1;3;0;5;7;17;0;0;0;1;0;0;1;0;1;1;2;2;5;0;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;18;0;11;4;0;0;0;0;0;0;"C0027424";"3679550";"Approved"
"DB00397";"924838";"TRUE";22;5;21;0;0;2;8;10;0;24;21;40;4;2;0;1;0;1;0;0;1;2;2;2;6;0;7;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;9;2;43;2;14;9;0;0;0;0;0;0;"C0010200";"2183489";"Approved"
